MJJCLBGC_00001	COG0527	[E] Aspartokinases     
MJJCLBGC_00426	COG0477	[GEPR] Permeases of the major facilitator superfamily
MJJCLBGC_00427	COG0109	[O] Polyprenyltransferase (cytochrome oxidase assembly factor) 
MJJCLBGC_00428	COG3125	[C] Heme/copper-type cytochrome/quinol oxidase, subunit 4 
MJJCLBGC_00429	COG1845	[C] Heme/copper-type cytochrome/quinol oxidase, subunit 3 
MJJCLBGC_00430	COG0843	[C] Heme/copper-type cytochrome/quinol oxidases, subunit 1 
MJJCLBGC_00431	COG1622	[C] Heme/copper-type cytochrome/quinol oxidases, subunit 2 
MJJCLBGC_00433	COG3056	[M] Uncharacterized lipoprotein    
MJJCLBGC_00434	COG0271	[T] Stress-induced morphogen (activity unknown)  
MJJCLBGC_00435	COG0544	[O] FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
MJJCLBGC_00436	COG0740	[OU] Protease subunit of ATP-dependent Clp proteases
MJJCLBGC_00437	COG1219	[O] ATP-dependent protease Clp, ATPase subunit 
MJJCLBGC_00438	COG0466	[O] ATP-dependent Lon protease, bacterial type 
MJJCLBGC_00439	COG0776	[L] Bacterial nucleoid DNA-binding protein  
MJJCLBGC_00440	COG0760	[O] Parvulin-like peptidyl-prolyl isomerase   
MJJCLBGC_00441	COG1555	[L] DNA uptake protein and related DNA-binding
MJJCLBGC_00442	COG0824	[R] Predicted thioesterase    
MJJCLBGC_00443	COG0603	[R] Predicted PP-loop superfamily ATPase  
MJJCLBGC_00444	COG4533	[R] ABC-type uncharacterized transport system, periplasmic component
MJJCLBGC_00445	COG0561	[R] Predicted hydrolases of the HAD superfamily
MJJCLBGC_00446	COG1522	[K] Transcriptional regulators    
MJJCLBGC_00447	COG1132	[V] ABC-type multidrug transport system, ATPase and
MJJCLBGC_00448	COG1132	[V] ABC-type multidrug transport system, ATPase and
MJJCLBGC_00449	COG0347	[E] Nitrogen regulatory protein PII  
MJJCLBGC_00450	COG0004	[P] Ammonia permease    
MJJCLBGC_00451	COG1946	[I] Acyl-CoA thioesterase    
MJJCLBGC_00452	COG3126	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_00453	COG3695	[L] Predicted methylated DNA-protein cysteine methyltransferase 
MJJCLBGC_00454	COG5507	[S] Uncharacterized conserved protein   
MJJCLBGC_00455	COG4943	[T] Predicted signal transduction protein containing sensor
MJJCLBGC_00457	COG0110	[R] Acetyltransferase (isoleucine patch superfamily)  
MJJCLBGC_00460	COG0841	[V] Cation/multidrug efflux pump   
MJJCLBGC_00461	COG0845	[M] Membrane-fusion protein    
MJJCLBGC_00462	COG1309	[K] Transcriptional regulator    
MJJCLBGC_00463	COG3264	[M] Small-conductance mechanosensitive channel   
MJJCLBGC_00465	COG3923	[L] Primosomal replication protein N''  
MJJCLBGC_00466	COG2832	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_00467	COG0503	[F] Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins
MJJCLBGC_00468	COG2812	[L] DNA polymerase III, gamma/tau subunits 
MJJCLBGC_00469	COG0718	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_00470	COG0353	[L] Recombinational DNA repair protein (RecF pathway)
MJJCLBGC_00471	COG0326	[O] Molecular chaperone, HSP90 family  
MJJCLBGC_00472	COG0563	[F] Adenylate kinase and related kinases 
MJJCLBGC_00473	COG0276	[H] Protoheme ferro-lyase (ferrochelatase)   
MJJCLBGC_00474	COG0657	[I] Esterase/lipase     
MJJCLBGC_00475	COG0524	[G] Sugar kinases, ribokinase family  
MJJCLBGC_00476	COG4651	[P] Kef-type K+ transport system, predicted NAD-binding
MJJCLBGC_00478	COG0737	[F] 5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases 
MJJCLBGC_00479	COG2606	[S] Uncharacterized conserved protein   
MJJCLBGC_00480	COG3735	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_00481	COG3093	[R] Plasmid maintenance system antidote protein 
MJJCLBGC_00482	COG2217	[P] Cation transport ATPase   
MJJCLBGC_00483	COG2066	[E] Glutaminase     
MJJCLBGC_00484	COG0531	[E] Amino acid transporters   
MJJCLBGC_00485	COG0789	[K] Predicted transcriptional regulators   
MJJCLBGC_00486	COG1585	[OU] Membrane protein implicated in regulation of
MJJCLBGC_00487	COG0330	[O] Membrane protease subunits, stomatin/prohibitin homologs 
MJJCLBGC_00488	COG4619	[R] ABC-type uncharacterized transport system, ATPase component
MJJCLBGC_00489	COG0390	[R] ABC-type uncharacterized transport system, permease component
MJJCLBGC_00490	COG3118	[O] Thioredoxin domain-containing protein   
MJJCLBGC_00491	COG0300	[R] Short-chain dehydrogenases of various substrate specificities
MJJCLBGC_00492	COG2755	[E] Lysophospholipase L1 and related esterases 
MJJCLBGC_00493	COG4181	[Q] Predicted ABC-type transport system involved in
MJJCLBGC_00494	COG3127	[Q] Predicted ABC-type transport system involved in
MJJCLBGC_00495	COG3209	[M] Rhs family protein   
MJJCLBGC_00497	COG3209	[M] Rhs family protein   
MJJCLBGC_00498	ROG7252	
MJJCLBGC_00499	ROG6591	
MJJCLBGC_00500	COG2603	[R] Predicted ATPase    
MJJCLBGC_00501	COG0583	[K] Transcriptional regulator    
MJJCLBGC_00502	COG3194	[F] Ureidoglycolate hydrolase    
MJJCLBGC_00503	COG1414	[K] Transcriptional regulator    
MJJCLBGC_00504	COG3960	[R] Glyoxylate carboligase    
MJJCLBGC_00505	COG3622	[G] Hydroxypyruvate isomerase    
MJJCLBGC_00506	COG2084	[I] 3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases
MJJCLBGC_00507	COG1953	[FH] Cytosine/uracil/thiamine/allantoin permeases    
MJJCLBGC_00508	COG0044	[F] Dihydroorotase and related cyclic amidohydrolases 
MJJCLBGC_00510	COG1929	[G] Glycerate kinase    
MJJCLBGC_00511	COG3257	[R] Uncharacterized protein, possibly involved in glyoxylate
MJJCLBGC_00512	COG0624	[E] Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
MJJCLBGC_00513	COG2055	[C] Malate/L-lactate dehydrogenases    
MJJCLBGC_00514	COG0074	[C] Succinyl-CoA synthetase, alpha subunit  
MJJCLBGC_00515	ROG1330	
MJJCLBGC_00517	COG0549	[E] Carbamate kinase    
MJJCLBGC_00518	COG0026	[F] Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)  
MJJCLBGC_00519	COG0041	[F] Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase   
MJJCLBGC_00520	COG2908	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_00521	COG0652	[O] Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin
MJJCLBGC_00522	COG0215	[J] Cysteinyl-tRNA synthetase    
MJJCLBGC_00523	COG1988	[R] Predicted membrane-bound metal-dependent hydrolases  
MJJCLBGC_00524	COG2501	[S] Uncharacterized conserved protein   
MJJCLBGC_00525	COG0190	[H] 5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase  
MJJCLBGC_00526	COG3539	[NU] P pilus assembly protein, pilin FimA
MJJCLBGC_00527	COG3121	[NU] P pilus assembly protein, chaperone PapD
MJJCLBGC_00528	COG3188	[NU] P pilus assembly protein, porin PapC
MJJCLBGC_00529	COG3539	[NU] P pilus assembly protein, pilin FimA
MJJCLBGC_00530	COG3539	[NU] P pilus assembly protein, pilin FimA
MJJCLBGC_00531	COG2197	[TK] Response regulator containing a CheY-like receiver
MJJCLBGC_00533	COG0582	[L] Integrase     
MJJCLBGC_00534	ROG1919	
MJJCLBGC_00536	COG2963	[L] Transposase and inactivated derivatives  
MJJCLBGC_00537	COG2801	[L] Transposase and inactivated derivatives  
MJJCLBGC_00538	COG2076	[P] Membrane transporters of cations and cationic
MJJCLBGC_00539	COG1961	[L] Site-specific recombinases, DNA invertase Pin homologs
MJJCLBGC_00540	COG1881	[R] Phospholipid-binding protein    
MJJCLBGC_00541	COG2207	[K] AraC-type DNA-binding domain-containing proteins  
MJJCLBGC_00545	COG4570	[L] Holliday junction resolvase   
MJJCLBGC_00549	COG3039	[L] Transposase and inactivated derivatives, IS5 family
MJJCLBGC_00550	COG3203	[M] Outer membrane protein (porin)  
MJJCLBGC_00552	COG3772	[R] Phage-related lysozyme (muraminidase)   
MJJCLBGC_00553	ROG1905	
MJJCLBGC_00554	COG3187	[O] Heat shock protein   
MJJCLBGC_00555	COG5562	[R] Phage envelope protein   
MJJCLBGC_00557	COG4220	[L] Phage DNA packaging protein, Nu1 subunit
MJJCLBGC_00558	COG5525	[R] Bacteriophage tail assembly protein  
MJJCLBGC_00561	COG2207	[K] AraC-type DNA-binding domain-containing proteins  
MJJCLBGC_00562	COG4571	[M] Outer membrane protease   
MJJCLBGC_00563	COG2207	[K] AraC-type DNA-binding domain-containing proteins  
MJJCLBGC_00564	ROG5154	
MJJCLBGC_00565	COG0457	[R] FOG: TPR repeat   
MJJCLBGC_00566	ROG3437	
MJJCLBGC_00567	COG0642	[T] Signal transduction histidine kinase  
MJJCLBGC_00568	COG0745	[TK] Response regulators consisting of a CheY-like
MJJCLBGC_00569	COG1538	[MU] Outer membrane protein   
MJJCLBGC_00570	COG5569	[S] Uncharacterized conserved protein   
MJJCLBGC_00571	COG0845	[M] Membrane-fusion protein    
MJJCLBGC_00572	COG3696	[P] Putative silver efflux pump  
MJJCLBGC_00573	COG1113	[E] Gamma-aminobutyrate permease and related permeases 
MJJCLBGC_00574	COG0668	[M] Small-conductance mechanosensitive channel   
MJJCLBGC_00575	COG0778	[C] Nitroreductase     
MJJCLBGC_00576	COG2315	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_00577	COG5130	[UT] Prenylated rab acceptor 1 and related
MJJCLBGC_00578	COG2170	[S] Uncharacterized conserved protein   
MJJCLBGC_00579	ROG0482	
MJJCLBGC_00580	COG3385	[L] FOG: Transposase and inactivated derivatives 
MJJCLBGC_00582	COG2977	[Q] Phosphopantetheinyl transferase component of siderophore synthetase
MJJCLBGC_00583	COG4771	[P] Outer membrane receptor for ferrienterochelin and
MJJCLBGC_00584	COG2382	[P] Enterochelin esterase and related enzymes 
MJJCLBGC_00585	COG3251	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_00586	COG1020	[Q] Non-ribosomal peptide synthetase modules and related
MJJCLBGC_00587	COG3765	[M] Chain length determinant protein  
MJJCLBGC_00588	COG1120	[PH] ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components
MJJCLBGC_00589	COG4779	[P] ABC-type enterobactin transport system, permease component
MJJCLBGC_00590	COG0609	[P] ABC-type Fe3+-siderophore transport system, permease component
MJJCLBGC_00592	COG4592	[P] ABC-type Fe2+-enterobactin transport system, periplasmic component
MJJCLBGC_00593	COG1169	[HQ] Isochorismate synthase    
MJJCLBGC_00594	COG1021	[Q] Peptide arylation enzymes   
MJJCLBGC_00595	COG1535	[Q] Isochorismate hydrolase    
MJJCLBGC_00596	COG1028	[IQR] Dehydrogenases with different specificities (related to
MJJCLBGC_00597	COG2050	[Q] Uncharacterized protein, possibly involved in aromatic
MJJCLBGC_00598	COG1966	[T] Carbon starvation protein, predicted membrane protein
MJJCLBGC_00599	COG2879	[S] Uncharacterized small protein   
MJJCLBGC_00600	COG0371	[C] Glycerol dehydrogenase and related enzymes 
MJJCLBGC_00601	COG0436	[E] Aspartate/tyrosine/aromatic aminotransferase    
MJJCLBGC_00603	COG3969	[R] Predicted phosphoadenosine phosphosulfate sulfotransferase  
MJJCLBGC_00604	COG0583	[K] Transcriptional regulator    
MJJCLBGC_00605	COG1651	[O] Protein-disulfide isomerase    
MJJCLBGC_00606	COG0450	[O] Peroxiredoxin     
MJJCLBGC_00607	COG3634	[O] Alkyl hydroperoxide reductase, large subunit 
MJJCLBGC_00608	COG0589	[T] Universal stress protein UspA and related
MJJCLBGC_00609	COG1063	[ER] Threonine dehydrogenase and related Zn-dependent dehydrogenases
MJJCLBGC_00611	COG0782	[K] Transcription elongation factor   
MJJCLBGC_00612	COG3719	[J] Ribonuclease I    
MJJCLBGC_00613	COG0471	[P] Di- and tricarboxylate transporters  
MJJCLBGC_00614	COG1767	[H] Triphosphoribosyl-dephospho-CoA synthetase    
MJJCLBGC_00615	COG3697	[HI] Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)  
MJJCLBGC_00616	COG3051	[C] Citrate lyase, alpha subunit  
MJJCLBGC_00617	COG2301	[G] Citrate lyase beta subunit  
MJJCLBGC_00618	COG3052	[C] Citrate lyase, gamma subunit  
MJJCLBGC_00619	COG3053	[C] Citrate lyase synthetase   
MJJCLBGC_00620	COG3290	[T] Signal transduction histidine kinase regulating citrate/malate
MJJCLBGC_00621	COG4565	[KT] Response regulator of citrate/malate metabolism 
MJJCLBGC_00622	COG3069	[C] C4-dicarboxylate transporter    
MJJCLBGC_00623	ROG4459	
MJJCLBGC_00624	COG1278	[K] Cold shock proteins   
MJJCLBGC_00625	COG0239	[D] Integral membrane protein possibly involved in
MJJCLBGC_00626	COG0388	[R] Predicted amidohydrolase    
MJJCLBGC_00627	COG0388	[R] Predicted amidohydrolase    
MJJCLBGC_00628	COG1826	[U] Sec-independent protein secretion pathway components 
MJJCLBGC_00629	COG0320	[H] Lipoate synthase    
MJJCLBGC_00630	COG0583	[K] Transcriptional regulator    
MJJCLBGC_00631	COG0321	[H] Lipoate-protein ligase B   
MJJCLBGC_00632	COG2921	[S] Uncharacterized conserved protein   
MJJCLBGC_00633	COG1686	[M] D-alanyl-D-alanine carboxypeptidase    
MJJCLBGC_00634	COG0797	[M] Lipoproteins     
MJJCLBGC_00635	COG0772	[D] Bacterial cell division membrane protein 
MJJCLBGC_00636	COG0768	[M] Cell division protein FtsI/penicillin-binding protein 2
MJJCLBGC_00637	COG1576	[S] Uncharacterized conserved protein   
MJJCLBGC_00638	COG0799	[S] Uncharacterized homolog of plant Iojap protein
MJJCLBGC_00639	COG0406	[G] Fructose-2,6-bisphosphatase     
MJJCLBGC_00640	COG1057	[H] Nicotinic acid mononucleotide adenylyltransferase  
MJJCLBGC_00641	COG1466	[L] DNA polymerase III, delta subunit 
MJJCLBGC_00642	COG2980	[M] Rare lipoprotein B   
MJJCLBGC_00643	COG0495	[J] Leucyl-tRNA synthetase    
MJJCLBGC_00644	ROG1153	
MJJCLBGC_00645	COG0790	[R] FOG: TPR repeat, SEL1 subfamily 
MJJCLBGC_00646	ROG2994	
MJJCLBGC_00648	COG0790	[R] FOG: TPR repeat, SEL1 subfamily 
MJJCLBGC_00649	ROG2994	
MJJCLBGC_00651	COG0443	[O] Molecular chaperone    
MJJCLBGC_00652	COG1957	[F] Inosine-uridine nucleoside N-ribohydrolase   
MJJCLBGC_00653	COG1126	[E] ABC-type polar amino acid transport system,
MJJCLBGC_00654	COG0765	[E] ABC-type amino acid transport system, permease
MJJCLBGC_00655	COG0765	[E] ABC-type amino acid transport system, permease
MJJCLBGC_00656	COG0834	[ET] ABC-type amino acid transport/signal transduction systems,
MJJCLBGC_00657	COG3039	[L] Transposase and inactivated derivatives, IS5 family
MJJCLBGC_00658	COG0815	[M] Apolipoprotein N-acyltransferase    
MJJCLBGC_00659	COG4535	[P] Putative Mg2+ and Co2+ transporter CorC
MJJCLBGC_00660	COG0319	[R] Predicted metal-dependent hydrolase   
MJJCLBGC_00661	COG1702	[T] Phosphate starvation-inducible protein PhoH, predicted ATPase
MJJCLBGC_00662	COG0621	[J] 2-methylthioadenine synthetase    
MJJCLBGC_00663	COG0654	[HC] 2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
MJJCLBGC_00671	COG0367	[E] Asparagine synthase (glutamine-hydrolyzing)   
MJJCLBGC_00672	COG0647	[G] Predicted sugar phosphatases of the HAD
MJJCLBGC_00673	COG1940	[KG] Transcriptional regulator/sugar kinase   
MJJCLBGC_00674	COG1820	[G] N-acetylglucosamine-6-phosphate deacetylase    
MJJCLBGC_00675	COG0363	[G] 6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase    
MJJCLBGC_00676	COG1263	[G] Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific 
MJJCLBGC_00678	COG0008	[J] Glutamyl- and glutaminyl-tRNA synthetases  
MJJCLBGC_00679	ROG8456	
MJJCLBGC_00680	COG5633	[R] Predicted periplasmic lipoprotein   
MJJCLBGC_00681	COG0735	[P] Fe2+/Zn2+ uptake regulation proteins  
MJJCLBGC_00682	COG0716	[C] Flavodoxins     
MJJCLBGC_00683	ROG2075	
MJJCLBGC_00684	COG0596	[R] Predicted hydrolases or acyltransferases (alpha/beta hydrolase
MJJCLBGC_00685	COG3057	[L] Negative regulator of replication initiationR 
MJJCLBGC_00686	COG0033	[G] Phosphoglucomutase     
MJJCLBGC_00688	ROG6323	
MJJCLBGC_00689	COG0531	[E] Amino acid transporters   
MJJCLBGC_00690	COG1982	[E] Arginine/lysine/ornithine decarboxylases    
MJJCLBGC_00692	COG0745	[TK] Response regulators consisting of a CheY-like
MJJCLBGC_00693	COG2205	[T] Osmosensitive K+ channel histidine kinase 
MJJCLBGC_00694	COG2156	[P] K+-transporting ATPase, c chain  
MJJCLBGC_00695	COG2216	[P] High-affinity K+ transport system, ATPase chain
MJJCLBGC_00696	COG2060	[P] K+-transporting ATPase, A chain  
MJJCLBGC_00698	COG3209	[M] Rhs family protein   
MJJCLBGC_00700	COG3209	[M] Rhs family protein   
MJJCLBGC_00702	COG5433	[L] Transposase     
MJJCLBGC_00703	COG5433	[L] Transposase     
MJJCLBGC_00704	COG5433	[L] Transposase     
MJJCLBGC_00705	COG3272	[S] Uncharacterized conserved protein   
MJJCLBGC_00706	COG0415	[L] Deoxyribodipyrimidine photolyase    
MJJCLBGC_00707	COG3104	[E] Dipeptide/tripeptide permease    
MJJCLBGC_00708	COG0327	[S] Uncharacterized conserved protein   
MJJCLBGC_00709	COG2049	[E] Allophanate hydrolase subunit 1  
MJJCLBGC_00710	COG1984	[E] Allophanate hydrolase subunit 2  
MJJCLBGC_00711	COG1540	[R] Uncharacterized proteins, homologs of lactam utilization
MJJCLBGC_00712	COG0266	[L] Formamidopyrimidine-DNA glycosylase    
MJJCLBGC_00713	COG3180	[R] Putative ammonia monooxygenase   
MJJCLBGC_00715	COG3121	[NU] P pilus assembly protein, chaperone PapD
MJJCLBGC_00716	COG3188	[NU] P pilus assembly protein, porin PapC
MJJCLBGC_00717	COG3539	[NU] P pilus assembly protein, pilin FimA
MJJCLBGC_00718	COG0372	[C] Citrate synthase    
MJJCLBGC_00720	COG2009	[C] Succinate dehydrogenase/fumarate reductase, cytochrome b subunit
MJJCLBGC_00721	COG2142	[C] Succinate dehydrogenase, hydrophobic anchor subunit 
MJJCLBGC_00722	COG1053	[C] Succinate dehydrogenase/fumarate reductase, flavoprotein subunit 
MJJCLBGC_00723	COG0479	[C] Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit
MJJCLBGC_00724	COG0567	[C] 2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component,
MJJCLBGC_00725	COG0508	[C] Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2)
MJJCLBGC_00726	COG0045	[C] Succinyl-CoA synthetase, beta subunit  
MJJCLBGC_00727	COG0074	[C] Succinyl-CoA synthetase, alpha subunit  
MJJCLBGC_00728	COG2188	[K] Transcriptional regulators    
MJJCLBGC_00729	COG1299	[G] Phosphotransferase system, fructose-specific IIC component 
MJJCLBGC_00730	COG0383	[G] Alpha-mannosidase     
MJJCLBGC_00731	COG1271	[C] Cytochrome bd-type quinol oxidase, subunit 1
MJJCLBGC_00732	COG1294	[C] Cytochrome bd-type quinol oxidase, subunit 2
MJJCLBGC_00733	COG4890	[S] Predicted outer membrane lipoprotein  
MJJCLBGC_00734	COG3790	[S] Predicted membrane protein   
MJJCLBGC_00735	COG0824	[R] Predicted thioesterase    
MJJCLBGC_00736	COG0811	[U] Biopolymer transport proteins   
MJJCLBGC_00737	COG0848	[U] Biopolymer transport protein   
MJJCLBGC_00738	COG3064	[M] Membrane protein involved in colicin uptake
MJJCLBGC_00739	COG0823	[U] Periplasmic component of the Tol biopolymer
MJJCLBGC_00740	COG2885	[M] Outer membrane protein and related peptidoglycan-associated
MJJCLBGC_00741	COG1729	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_00749	COG0379	[H] Quinolinate synthase    
MJJCLBGC_00750	COG3201	[H] Nicotinamide mononucleotide transporter   
MJJCLBGC_00751	COG1230	[P] Co/Zn/Cd efflux system component  
MJJCLBGC_00752	ROG3493	
MJJCLBGC_00753	COG0722	[E] 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase  
MJJCLBGC_00754	COG0588	[G] Phosphoglycerate mutase 1   
MJJCLBGC_00755	COG2017	[G] Galactose mutarotase and related enzymes 
MJJCLBGC_00756	COG0153	[G] Galactokinase     
MJJCLBGC_00757	COG1085	[C] Galactose-1-phosphate uridylyltransferase    
MJJCLBGC_00758	COG1087	[M] UDP-glucose 4-epimerase    
MJJCLBGC_00759	COG1119	[P] ABC-type molybdenum transport system, ATPase component/photorepair
MJJCLBGC_00760	COG2005	[R] N-terminal domain of molybdenum-binding protein 
MJJCLBGC_00762	COG0725	[P] ABC-type molybdate transport system, periplasmic component
MJJCLBGC_00763	COG4149	[P] ABC-type molybdate transport system, permease component
MJJCLBGC_00764	COG4148	[P] ABC-type molybdate transport system, ATPase component
MJJCLBGC_00765	COG0561	[R] Predicted hydrolases of the HAD superfamily
MJJCLBGC_00766	COG2706	[G] 3-carboxymuconate cyclase    
MJJCLBGC_00767	COG0583	[K] Transcriptional regulator    
MJJCLBGC_00768	COG2828	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_00769	COG0471	[P] Di- and tricarboxylate transporters  
MJJCLBGC_00770	COG1048	[C] Aconitase A    
MJJCLBGC_00771	COG4677	[G] Pectin methylesterase    
MJJCLBGC_00772	COG1881	[R] Phospholipid-binding protein    
MJJCLBGC_00773	COG0161	[H] Adenosylmethionine-8-amino-7-oxononanoate aminotransferase    
MJJCLBGC_00774	COG0502	[H] Biotin synthase and related enzymes 
MJJCLBGC_00775	COG0156	[H] 7-keto-8-aminopelargonate synthetase and related enzymes 
MJJCLBGC_00776	COG0500	[QR] SAM-dependent methyltransferases    
MJJCLBGC_00777	COG0132	[H] Dethiobiotin synthetase    
MJJCLBGC_00778	COG0556	[L] Helicase subunit of the DNA excision
